average_song_duration_in_minitues,average_song_valience,month,month_year,year
3.615383071553229,0.5676151832460732,01,2015-01,2015
3.5302160337552744,0.552506329113924,02,2015-02,2015
3.5603376310272536,0.5032327044025157,03,2015-03,2015
3.6357115625,0.5145000000000001,04,2015-04,2015
3.6565159999999994,0.5203150000000001,05,2015-05,2015
3.6253046121593298,0.5053270440251572,06,2015-06,2015
3.6012504273504278,0.5037333333333331,07,2015-07,2015
3.5100636268343814,0.4946251572327046,08,2015-08,2015
3.5442650843881855,0.49757658227848106,09,2015-09,2015
3.493071111111111,0.4785953846153845,10,2015-10,2015
3.5927417721518986,0.4526677215189874,11,2015-11,2015
3.773838784067086,0.4708616352201258,12,2015-12,2015
